,gene_symbol,DE,adj_pval_DE,SD_ratio,LFC,DV,adj_pval_DV,DS,adj_pval_DS,de_bs,dv_bs,ds_bs
ENSG00000172830,SSH3,-0.062854838,1,0.598715628,-0.740057165,-0.164602117,0.006616362,-1.33497743,0.000169024,0,0,1
ENSG00000239415,AP001469.3,-0.061275574,1,0.853989791,-0.227709272,-0.051228351,1,-1.334966996,0.000630449,0,0,1
ENSG00000186635,ARAP1,0.069366036,1,0.842764071,-0.246799286,-0.052474828,1,-1.334846892,0.042441817,0,0,1
ENSG00000183570,PCBP3,-0.160726187,0.075750606,0.757147745,-0.401353249,-0.089328342,0.499742481,-1.33482388,2.07E-07,0,0,1
ENSG00000121486,TRMT1L,-0.023582713,1,0.874189794,-0.193981559,-0.023045536,1,-1.334747647,0.004503439,0,0,1
ENSG00000077454,LRCH4,-0.033376941,1,0.781457614,-0.355760471,-0.091259525,1,-1.334691735,0.178637024,0,0,0
ENSG00000044446,PHKA2,-0.049974359,1,0.73892677,-0.436496698,-0.077017007,0.358887813,-1.333577118,0.002892128,0,0,1
ENSG00000129007,CALML4,0.013544524,1,0.671653142,-0.574211712,-0.077314511,0.066360384,-1.332480505,0.000108667,0,0,1
ENSG00000176124,DLEU1,0.151949503,0.040816409,0.973649303,-0.038525871,-0.007766761,1,-1.331873818,0.002228399,0,0,1
ENSG00000167393,PPP2R3B,-0.194827167,0.087692702,0.68023453,-0.555895853,-0.150968541,0.096647586,-1.331356731,0.018047471,0,0,1
ENSG00000143633,C1orf131,-0.073497862,0.239025236,0.737295452,-0.439685237,-0.051765147,0.405760483,-1.331274768,0.075678317,0,0,0
ENSG00000275807,AC145285.6,-0.12597968,0.475860873,0.808260651,-0.30710748,-0.071071441,1,-1.329778453,4.64E-05,0,0,1
ENSG00000235513,AL035681.1,-0.051693572,1,0.667197526,-0.583814155,-0.205173645,0.062292314,-1.329087003,0.000102397,0,0,1
ENSG00000272655,POLR2J4,-0.053423251,1,1.018236427,0.026072584,0.00633927,1,-1.328517408,0.340665035,0,0,0
ENSG00000114857,NKTR,-0.060955596,1,0.76650382,-0.383635114,-0.08137171,0.654431757,-1.327933004,0.001034831,0,0,1
ENSG00000161021,MAML1,0.023446114,1,0.614999099,-0.701343797,-0.115936925,0.018166691,-1.327330712,0.016274059,0,0,1
ENSG00000270419,CAHM,-0.195131668,0.536514882,0.668845565,-0.580254962,-0.207887949,0.066120518,-1.325872974,2.23E-05,0,0,1
ENSG00000137177,KIF13A,0.063246939,1,0.703119467,-0.508158256,-0.112791705,0.172080074,-1.325534147,0.001133029,0,0,1
ENSG00000143891,GALM,0.327726086,6.18E-07,0.892884853,-0.163453959,-0.03832146,1,-1.325433831,0.01178088,1,0,1
ENSG00000226696,LENG8-AS1,-0.250683956,0.000695302,0.851522934,-0.231882708,-0.05474406,1,-1.325279403,0.021865575,1,0,1
ENSG00000109063,MYH3,-0.244033202,0.060105328,0.72054663,-0.472836298,-0.155278551,0.324542686,-1.325265361,0.000184687,0,0,1
ENSG00000144278,GALNT13,-0.106401507,0.391323596,0.876271797,-0.190549668,-0.035844649,1,-1.325042571,0.007432658,0,0,1
ENSG00000158417,EIF5B,-0.079297365,1,0.699455355,-0.515696119,-0.090919958,0.130173447,-1.323580512,0.000511371,0,0,1
ENSG00000273000,AP000347.2,-0.141212069,0.175246808,0.732067882,-0.449950665,-0.097879986,0.304599579,-1.323090166,2.24E-05,0,0,1
ENSG00000269858,EGLN2,-0.004631796,1,0.68047539,-0.55538511,-0.075355986,0.067868484,-1.322496532,3.45E-06,0,0,1
ENSG00000173372,C1QA,0.027512767,1,0.712143562,-0.489759989,-0.240496403,0.288634439,-1.320407774,0.044905952,0,0,1
ENSG00000070476,ZXDC,0.076138879,1,0.811385838,-0.301539973,-0.055812521,1,-1.318806987,0.028217147,0,0,1
ENSG00000126215,XRCC3,-0.057539227,1,0.898868769,-0.153817591,-0.036394722,1,-1.318528589,0.104301151,0,0,0
ENSG00000106268,NUDT1,-0.143221406,0.172936264,0.631955632,-0.662104821,-0.142271116,0.023409934,-1.317025963,0.004849992,0,0,1
ENSG00000223551,TMSB4XP4,-0.33911455,4.68E-05,0.761353735,-0.39336119,-0.111515765,0.606380008,-1.316474816,0.000132591,1,0,1
ENSG00000213937,CLDN9,-0.054774648,1,0.772387508,-0.372603263,-0.165273561,0.765897217,-1.316447486,0.000488071,0,0,1
ENSG00000177666,PNPLA2,0.003686266,1,0.655884184,-0.60848701,-0.088737484,0.041941164,-1.315604358,0.000319675,0,0,1
ENSG00000111058,ACSS3,0.387366284,8.61E-06,0.938147152,-0.092113862,-0.028063104,1,-1.315579425,0.053348809,1,0,1
ENSG00000154016,GRAP,0.056953677,1,0.882410937,-0.180477423,-0.065063264,1,-1.315433257,2.46E-05,0,0,1
ENSG00000236144,TMEM147-AS1,-0.225105179,5.88E-05,0.799112851,-0.323528839,-0.062120009,1,-1.315260238,1.44E-05,1,0,1
ENSG00000264522,OTUD7B,0.02269991,1,0.623084997,-0.682499115,-0.198729609,0.014836311,-1.313682129,0.000139438,0,0,1
ENSG00000163378,EOGT,-0.035457573,1,1.117365576,0.16010128,0.027809229,1,-1.31204441,5.28E-06,0,0,1
ENSG00000163874,ZC3H12A,0.198802539,0.82151564,0.690212488,-0.534887518,-0.214629392,0.102138808,-1.312012127,2.23E-05,0,0,1
ENSG00000204248,COL11A2,-0.36061383,4.39E-05,0.824028296,-0.279234216,-0.083440334,1,-1.311919241,0.541966226,1,0,0
ENSG00000276250,AC127024.6,-0.202465656,0.383697531,0.671183416,-0.575221026,-0.200811026,0.069421747,-1.311435944,9.40E-05,0,0,1
ENSG00000081791,KIAA0141,-0.027046847,1,0.823031749,-0.28098001,-0.03055469,1,-1.311302657,5.66E-05,0,0,1
ENSG00000196576,PLXNB2,0.139646496,0.155658925,0.746267119,-0.422235973,-0.089146171,0.431806965,-1.31070011,0.000236444,0,0,1
ENSG00000276663,AC009090.3,-0.559403199,0.000135155,0.748026023,-0.418839635,-0.203425887,0.533857858,-1.310671994,0.00772771,1,0,1
ENSG00000177426,TGIF1,0.213734918,0.157183155,0.800179595,-0.321604255,-0.105533573,1,-1.308429898,0.007369364,0,0,1
ENSG00000277363,SRCIN1,-0.255651611,0.000168521,0.571638803,-0.806824244,-0.174443911,0.003092186,-1.307264514,0.02284455,1,1,1
ENSG00000105639,JAK3,-0.208520474,0.041709982,0.846615096,-0.240221882,-0.066255604,1,-1.307197695,1.55E-05,0,0,1
ENSG00000065970,FOXJ2,-0.065814351,0.077522856,0.60412536,-0.727080145,-0.064781541,0.006622121,-1.307184802,0.07901551,0,0,0
ENSG00000197497,ZNF665,-0.012670005,1,0.824044877,-0.279205186,-0.054677734,1,-1.306544238,6.44E-07,0,0,1
ENSG00000259668,AC066613.1,-0.095164032,1,0.705267778,-0.503756966,-0.225544302,0.157314089,-1.306418805,0.000222623,0,0,1
ENSG00000215440,NPEPL1,-0.173434465,0.218267576,0.767031426,-0.382642408,-0.108343494,0.624946739,-1.306386267,0.000154753,0,0,1
ENSG00000213390,ARHGAP19,-0.030901452,1,0.813731701,-0.2973749,-0.073988567,1,-1.305823731,7.99E-05,0,0,1
ENSG00000123933,MXD4,0.011802288,1,0.692199752,-0.530739671,-0.124780566,0.118680907,-1.305318546,0.000140918,0,0,1
ENSG00000161921,CXCL16,0.100753385,1,0.602271242,-0.731514722,-0.227242834,0.010531547,-1.304964876,0.054113411,0,0,1
ENSG00000260805,AC092803.2,-0.156197706,0.472130429,0.683273963,-0.549463942,-0.153708591,0.103968601,-1.304954291,0.010718514,0,0,1
ENSG00000143537,ADAM15,-0.079007102,1,0.832520566,-0.264442183,-0.056268637,1,-1.303830282,0.003992736,0,0,1
ENSG00000198753,PLXNB3,-0.152788674,1,0.670181391,-0.577376467,-0.214464018,0.080910332,-1.3033606,0.105929397,0,0,0
ENSG00000109083,IFT20,-0.122438166,0.006022972,0.777708505,-0.362698578,-0.048926979,0.846231959,-1.303230961,0.002628472,0,0,1
ENSG00000109618,SEPSECS,-0.024624954,1,0.819969577,-0.286357713,-0.056981883,1,-1.302093943,6.08E-06,0,0,1
ENSG00000146143,PRIM2,0.079570561,0.24673446,1.099697474,0.137106693,0.017985105,1,-1.30087575,0.005872761,0,0,1
ENSG00000273599,AL731571.1,0.117533932,1,0.787432422,-0.344771979,-0.105924715,0.993900168,-1.300284931,0.000441912,0,0,1
ENSG00000187239,FNBP1,-0.101054128,1,0.550088822,-0.862263508,-0.188372699,0.000753387,-1.299885706,0.003854932,0,1,1
ENSG00000087077,TRIP6,0.172951931,0.194908335,1.126108245,0.171345511,0.04780689,1,-1.299634294,0.033670928,0,0,1
ENSG00000164631,ZNF12,0.001029317,1,0.770577972,-0.37598715,-0.045596714,0.672338468,-1.299338199,7.22E-06,0,0,1
ENSG00000267167,ENSG00000267167,-0.136360112,0.684823985,0.72468168,-0.464580671,-0.123080774,0.264544357,-1.294903581,0.000613096,0,0,1
ENSG00000198835,GJC2,-0.178662896,1,0.54444207,-0.877149544,-0.33399928,0.00146681,-1.294275344,0.187550527,0,1,0
ENSG00000280130,ENSG00000280130,-0.056678877,1,0.69213693,-0.530870611,-0.082024991,0.157835415,-1.293571696,8.67E-07,0,0,1
ENSG00000196782,MAML3,-0.020227615,1,0.608825476,-0.715899367,-0.129584502,0.007935633,-1.29316021,0.001403453,0,0,1
ENSG00000212743,AL137145.1,0.009477507,1,0.931279827,-0.102713367,-0.051461799,1,-1.292112953,0.032870418,0,0,1
ENSG00000005844,ITGAL,0.029025151,1,0.764180993,-0.388013721,-0.17728569,0.642686524,-1.291625503,0.00310443,0,0,1
ENSG00000130699,TAF4,0.029626844,1,0.827785467,-0.272671174,-0.044828642,1,-1.291357764,0.003886647,0,0,1
ENSG00000272323,AC026801.2,-0.258950899,0.005994785,0.608514022,-0.716637588,-0.197191784,0.010152198,-1.287851595,0.020611499,1,0,1
ENSG00000112159,MDN1,-0.061499665,1,0.72847699,-0.457044692,-0.081545221,0.301287805,-1.287170038,0.004165471,0,0,1
ENSG00000276698,AL136295.6,-0.247963325,0.000372475,0.658151237,-0.603508955,-0.136722238,0.045480825,-1.286557779,0.000778843,1,0,1
ENSG00000003402,CFLAR,0.083776079,1,0.737774378,-0.438748408,-0.104705665,0.420383931,-1.286139773,0.020412353,0,0,1
ENSG00000275183,LENG9,-0.133323829,0.018045842,0.662369629,-0.594291572,-0.094374961,0.052062154,-1.285822611,0.062165558,0,0,1
ENSG00000161904,LEMD2,-0.036826168,1,0.605215514,-0.724479124,-0.103882067,0.01061241,-1.284944086,0.36543451,0,0,0
ENSG00000117385,P3H1,-0.084316198,1,0.65935854,-0.600864922,-0.112961069,0.069469641,-1.284323384,0.030412909,0,0,1
ENSG00000058453,CROCC,-0.080886102,1,0.800765811,-0.320547716,-0.07717022,1,-1.283787742,0.019182172,0,0,1
ENSG00000168994,PXDC1,0.3560454,0.000265021,0.778673787,-0.360909034,-0.117732633,0.870725281,-1.281975958,0.001758969,1,0,1
ENSG00000139351,SYCP3,0.160134343,0.162389691,0.975245982,-0.036161946,-0.0090476,1,-1.280433014,0.000134571,0,0,1
ENSG00000075407,ZNF37A,0.029455505,1,0.918297078,-0.122967141,-0.019651846,1,-1.28008518,9.32E-05,0,0,1
ENSG00000268613,ENSG00000268613,-0.291541592,0.005175282,0.496492921,-1.010154947,-0.295405102,0.00018821,-1.279788488,0.007332423,1,1,1
ENSG00000163126,ANKRD23,-0.084166496,1,0.688162836,-0.539178113,-0.119204452,0.104607678,-1.279440905,0.018068736,0,0,1
ENSG00000028137,TNFRSF1B,0.145124484,1,0.644325299,-0.634138852,-0.271189482,0.049571668,-1.278486405,0.015107802,0,0,1
ENSG00000196739,COL27A1,0.305084813,0.025960419,1.024396776,0.034774618,0.013448885,1,-1.276370858,0.000788718,0,0,1
ENSG00000089060,SLC8B1,-0.048191152,1,0.716920056,-0.480115842,-0.09969348,0.307075524,-1.27587921,0.168988586,0,0,0
ENSG00000141086,CTRL,-0.074735871,1,0.734086353,-0.445978313,-0.118493909,0.379195147,-1.275298773,0.004823184,0,0,1
ENSG00000259158,ADAM20P1,-0.014622803,1,0.925314805,-0.111983821,-0.034457936,1,-1.274750877,5.72E-07,0,0,1
ENSG00000213801,ZNF321P,0.040232823,1,0.878809349,-0.186377877,-0.049385893,1,-1.273370465,0.076284902,0,0,0
ENSG00000143842,SOX13,0.161829181,0.247528779,0.879226406,-0.18569338,-0.050076288,1,-1.27325502,0.053477784,0,0,1
ENSG00000225051,HMGB3P22,-0.257120511,0.119941937,0.61896593,-0.692068093,-0.253924939,0.016482911,-1.27247388,0.011192895,0,0,1
ENSG00000260060,AC009088.1,-0.260751695,0.09263517,0.819496766,-0.287189839,-0.108901286,1,-1.27188769,2.29E-06,0,0,1
ENSG00000167604,NFKBID,-0.057846121,1,0.75915839,-0.397527175,-0.095568193,0.572389939,-1.271340268,0.000581408,0,0,1
ENSG00000104899,AMH,-0.278409965,0.169754867,1.18060166,0.239522275,0.105599548,1,-1.270961761,0.001457137,0,0,1
ENSG00000105137,SYDE1,0.413542089,5.11E-05,0.911391849,-0.133856627,-0.047046201,1,-1.270764043,0.017647219,1,0,1
ENSG00000140497,SCAMP2,0.098629964,1,0.738254388,-0.437810068,-0.09356173,0.47180101,-1.270348605,0.004016681,0,0,1
ENSG00000158717,RNF166,-0.090112467,1,0.694308228,-0.526351827,-0.100510046,0.147407379,-1.270243488,0.001531521,0,0,1
ENSG00000279259,AC087741.3,-0.158995502,0.110296757,0.848472863,-0.237059576,-0.05534937,1,-1.269831259,0.008202428,0,0,1
ENSG00000100364,KIAA0930,-0.017549189,1,0.716966258,-0.480022872,-0.125821784,0.186932926,-1.269367052,0.001589678,0,0,1
ENSG00000271553,AC018638.7,0.032288995,1,0.954664265,-0.066934637,-0.025457158,1,-1.268073309,0.000145538,0,0,1
ENSG00000179855,GIPC3,0.243753565,0.180741534,0.930937957,-0.103243073,-0.039354255,1,-1.266773913,0.009607822,0,0,1
ENSG00000066336,SPI1,0.089514094,1,0.704981718,-0.504342249,-0.174601246,0.167915842,-1.266750725,0.003854932,0,0,1
ENSG00000141294,LRRC46,-0.129215792,1,0.786459839,-0.346554999,-0.112740142,1,-1.265500723,0.123467364,0,0,0
ENSG00000121749,TBC1D15,0.040622601,1,0.80749303,-0.308478289,-0.036418923,1,-1.265332954,0.000119421,0,0,1
ENSG00000143486,EIF2D,-0.019565855,1,0.755174192,-0.405118634,-0.053082711,0.506942706,-1.264375006,0.01407613,0,0,1
ENSG00000184113,CLDN5,0.2025463,0.790322127,0.695032176,-0.524848327,-0.212969734,0.164238491,-1.263886333,0.004663843,0,0,1
ENSG00000238260,AL513320.1,-0.326130232,0.040719553,0.717816456,-0.478313098,-0.202884573,0.244845981,-1.262579369,0.009405068,1,0,1
ENSG00000102309,PIN4,-0.099767813,0.110105056,0.752446489,-0.410339108,-0.059202143,0.559918388,-1.261768656,0.000566067,0,0,1
ENSG00000127603,MACF1,0.174243665,0.101825387,0.778832574,-0.36061487,-0.089826126,1,-1.261287162,0.015531367,0,0,1
ENSG00000205307,SAP25,-0.185940979,1,0.783123674,-0.352687932,-0.184204634,1,-1.261161115,0.06930983,0,0,0
ENSG00000099331,MYO9B,-0.07990755,1,0.598107936,-0.741522234,-0.205365696,0.006880132,-1.260577943,0.047437452,0,0,1
ENSG00000255622,PCDHB17P,0.226990408,0.001282934,0.966679416,-0.048890573,-0.011231423,1,-1.259391465,0.001464891,1,0,1
ENSG00000111181,SLC6A12,0.374299348,0.000396895,1.052846669,0.074295346,0.026357494,1,-1.258996551,0.001888428,1,0,1
ENSG00000260236,AC099778.1,-0.27216102,0.000446664,0.71455346,-0.484886143,-0.122292386,0.200221416,-1.256707569,0.000346499,1,0,1
ENSG00000180422,LINC00304,0.079415546,1,0.925870074,-0.111118338,-0.047885688,1,-1.255916247,0.000122041,0,0,1
ENSG00000271335,AL117336.3,-0.067035506,1,0.657303966,-0.605367406,-0.163003424,0.052641375,-1.255899863,0.007369364,0,0,1
ENSG00000168010,ATG16L2,-0.055497058,1,0.899126866,-0.153403402,-0.030616141,1,-1.255539266,0.026342767,0,0,1
ENSG00000213139,CRYGS,-0.160842452,0.425236442,0.717062816,-0.479828587,-0.137285149,0.227548311,-1.255099796,1.53E-05,0,0,1
ENSG00000247774,PCED1B-AS1,-0.047890386,1,0.747624196,-0.419614833,-0.160825529,0.537242519,-1.254880753,0.347970836,0,0,0
ENSG00000101187,SLCO4A1,0.708779644,1.77E-05,0.780569736,-0.357400567,-0.202508351,0.900484507,-1.254862218,0.246903662,1,0,0
ENSG00000108773,KAT2A,-0.131061655,0.171895211,0.876988944,-0.189369439,-0.039088181,1,-1.254790943,0.000127784,0,0,1
ENSG00000269940,AL049840.3,0.154916027,0.771971044,0.936126752,-0.09522421,-0.030306792,1,-1.254777828,0.008545048,0,0,1
ENSG00000100441,KHNYN,0.098736538,0.666628638,0.733092019,-0.447933796,-0.08650992,0.331042593,-1.25460668,0.054874612,0,0,1
ENSG00000113119,TMCO6,-0.05020157,1,0.686642149,-0.542369677,-0.074035928,0.110392626,-1.254562198,0.005479581,0,0,1
ENSG00000111581,NUP107,-0.019661517,1,0.821578082,-0.283530401,-0.048062687,1,-1.254333254,0.000352224,0,0,1
ENSG00000189190,ZNF600,0.007420617,1,0.655707453,-0.608875801,-0.195658227,0.038244796,-1.254245851,0.003725409,0,0,1
ENSG00000135913,USP37,0.04887115,1,0.65253148,-0.615880591,-0.108166594,0.073841365,-1.253703339,3.94E-05,0,0,1
ENSG00000160957,RECQL4,-0.08829957,1,0.829506443,-0.269674908,-0.069863357,1,-1.252611443,0.000916691,0,0,1
ENSG00000131873,CHSY1,0.224782414,0.00091815,0.645198261,-0.632185544,-0.133154573,0.042099761,-1.251076562,0.02224737,1,0,1
ENSG00000147439,BIN3,-0.031057831,1,0.742988151,-0.428588893,-0.059927338,0.393202787,-1.250919557,0.000881208,0,0,1
ENSG00000163156,SCNM1,-0.10222599,0.180573113,0.517542833,-0.950249826,-0.144371696,0.000254621,-1.250395839,6.73E-05,0,1,1
ENSG00000152256,PDK1,-0.162402588,0.149794911,0.857784169,-0.221313405,-0.054154282,1,-1.249767215,0.033811703,0,0,1
ENSG00000146830,GIGYF1,-0.102228901,0.375836424,0.620445151,-0.688624418,-0.120533635,0.012692795,-1.24953741,0.009850619,0,0,1
ENSG00000076924,XAB2,-0.100570152,0.047927614,0.441164064,-1.180612817,-0.14143323,1.42E-05,-1.249419808,0.087594276,0,1,0
ENSG00000119929,CUTC,0.006176986,1,0.708471713,-0.497217843,-0.070704658,0.205458522,-1.248620482,0.127130417,0,0,0
ENSG00000166925,TSC22D4,0.01041236,1,0.736565848,-0.441113589,-0.119797887,0.412809707,-1.24845644,0.153480421,0,0,0
ENSG00000170684,ZNF296,-0.19040605,0.46785529,0.718649218,-0.476640351,-0.163200036,0.220501165,-1.247489175,0.001283168,0,0,1
ENSG00000185499,MUC1,0.432112812,0.001451415,0.959875336,-0.059081048,-0.025888893,1,-1.246610762,0.010196861,1,0,1
ENSG00000274220,AC009163.7,-0.372479798,2.28E-07,0.698366973,-0.517942762,-0.131043841,0.13421738,-1.244438096,0.000502511,1,0,1
ENSG00000055609,KMT2C,0.11194581,0.535932512,0.666674763,-0.584944981,-0.122052405,0.05160288,-1.24424386,0.000178047,0,0,1
ENSG00000169896,ITGAM,-0.097891888,1,0.717788082,-0.478370125,-0.189963169,0.239640982,-1.24295302,0.097213121,0,0,0
ENSG00000259291,ZNF710-AS1,-0.308614987,5.08E-05,1.2687406,0.343397134,0.089671234,1,-1.24228951,0.003213046,1,0,1
ENSG00000103326,CAPN15,0.051057642,1,0.895516492,-0.159208094,-0.034521911,1,-1.242070022,0.000796109,0,0,1
ENSG00000100299,ARSA,-0.139531982,0.013600611,0.765959388,-0.384660195,-0.063076402,0.680795023,-1.240377833,0.010917634,0,0,1
ENSG00000135912,TTLL4,-0.084922826,1,0.728114556,-0.457762644,-0.10255978,0.367216921,-1.239220744,0.104301151,0,0,0
ENSG00000054267,ARID4B,-0.030152861,1,0.735928892,-0.44236172,-0.06222292,0.335785963,-1.239027321,0.000111851,0,0,1
ENSG00000255389,Z97989.1,0.056433283,1,1.124004337,0.168647602,0.049342534,1,-1.237920213,0.000434685,0,0,1
ENSG00000173681,BCLAF3,-0.085668312,0.095091277,0.933289942,-0.099602748,-0.012343729,1,-1.237467513,0.007369364,0,0,1
ENSG00000172081,MOB3A,0.104398982,0.467016893,0.785909179,-0.347565494,-0.066802266,0.954269363,-1.237112402,0.002425307,0,0,1
ENSG00000132122,SPATA6,-0.075272962,1,0.673681004,-0.569862475,-0.130652677,0.068526398,-1.23694114,0.001418415,0,0,1
ENSG00000109736,MFSD10,-0.100609802,0.778882543,0.66596327,-0.586485485,-0.116695483,0.054949563,-1.236812776,0.005108536,0,0,1
ENSG00000076928,ARHGEF1,-0.234373825,0.026966365,0.651788244,-0.617524764,-0.176944628,0.0470885,-1.236270061,0.070002874,0,0,0
ENSG00000110723,EXPH5,0.082602824,1,0.694062669,-0.52686216,-0.153967551,0.108016223,-1.235010466,0.000492862,0,0,1
ENSG00000270012,AC232271.1,-0.030551175,1,0.63778231,-0.648864013,-0.172933837,0.026213923,-1.234505815,0.023584898,0,0,1
ENSG00000121410,A1BG,-0.27910636,1.80E-06,0.52035278,-0.942438045,-0.182233078,0.000356992,-1.23445469,5.61E-05,1,1,1
ENSG00000250318,AC003072.1,-0.033494915,1,0.786692014,-0.346129156,-0.098041836,1,-1.234127675,0.144512921,0,0,0
ENSG00000244754,N4BP2L2,-0.100206774,0.090432157,0.742515152,-0.429507629,-0.06105026,0.393225627,-1.233864291,0.130427118,0,0,0
ENSG00000264772,AC016876.2,-0.061748427,1,0.79396566,-0.332851484,-0.102192492,1,-1.233685295,0.01862437,0,0,1
ENSG00000280416,AC009084.3,-0.348908842,1.95E-06,0.635817992,-0.653314254,-0.165661911,0.020413501,-1.233146225,0.089948631,1,0,0
ENSG00000157851,DPYSL5,-0.206384475,0.088515806,0.611591703,-0.709359261,-0.199492916,0.010825176,-1.232702134,0.019684892,0,0,1
ENSG00000078814,MYH7B,-0.438124193,6.75E-07,0.624028828,-0.680315416,-0.20641734,0.017521477,-1.232529044,0.00830965,1,0,1
ENSG00000147118,ZNF182,-0.064368704,0.82211435,0.804375569,-0.31405883,-0.041455757,1,-1.231823148,0.002498445,0,0,1
ENSG00000188277,C15orf62,0.027486108,1,0.941300884,-0.087272145,-0.023720162,1,-1.231266095,0.012746655,0,0,1
ENSG00000224934,AL391684.1,-0.092467657,1,0.78803789,-0.343663097,-0.079454523,1,-1.230137229,0.012989633,0,0,1
ENSG00000134899,ERCC5,-0.076082322,0.118846422,0.539252304,-0.890967661,-0.095759738,0.000410794,-1.230080038,0.001238429,0,1,1
ENSG00000065717,TLE2,-0.172920877,0.050498153,0.76340186,-0.389485393,-0.089153959,0.553416017,-1.229576935,0.017406261,0,0,1
ENSG00000239713,APOBEC3G,0.135773161,1,1.017335544,0.024795596,0.008779945,1,-1.228844975,0.25871164,0,0,0
ENSG00000149577,SIDT2,-0.232634991,1.74E-08,0.545077617,-0.875466416,-0.126046279,0.000465389,-1.228597689,0.035813875,1,1,1
ENSG00000169242,EFNA1,0.055355256,1,0.60197543,-0.732223491,-0.274225316,0.011448404,-1.227751398,0.008470069,0,0,1
ENSG00000244627,Z98749.2,-0.135209447,0.847134434,0.745611096,-0.423504764,-0.11814444,0.420117256,-1.227508286,0.041985365,0,0,1
ENSG00000272933,AL391121.1,0.332586784,4.48E-06,1.059900284,0.083928542,0.021163678,1,-1.22744952,0.010555462,1,0,1
ENSG00000242282,AC108488.1,-0.197039856,0.122660828,0.797930527,-0.325664953,-0.095148948,1,-1.227132329,0.004223222,0,0,1
ENSG00000138031,ADCY3,0.019962068,1,1.188810515,0.249518782,0.029242783,1,-1.226771623,0.173756695,0,0,0
ENSG00000241058,NSUN6,-0.196055066,9.48E-06,0.686413217,-0.542850762,-0.082592804,0.104607678,-1.226763624,0.017300896,1,0,1
ENSG00000139546,TARBP2,-0.120916643,0.054598501,0.560122437,-0.836185876,-0.129824946,0.001296288,-1.226592091,9.62E-05,0,1,1
ENSG00000168395,ING5,-0.059559103,1,0.84427848,-0.244209153,-0.03288036,1,-1.225983613,0.000937477,0,0,1
ENSG00000088448,ANKRD10,-0.076749246,0.188422432,0.624647649,-0.67888547,-0.079214397,0.015784168,-1.225869222,0.000610825,0,0,1
ENSG00000115282,TTC31,0.008288178,1,0.80539915,-0.312224144,-0.063242491,1,-1.224744497,0.04034819,0,0,1
ENSG00000162599,NFIA,0.140793222,0.149456266,0.793497488,-0.333702438,-0.071793934,1,-1.224611221,0.000351863,0,0,1
ENSG00000108639,SYNGR2,0.02299028,1,0.545010453,-0.875644196,-0.258001979,0.001776859,-1.224244805,0.24404287,0,1,0
