,simu1,simu2,simu3,simu4,simu5,simu6,simu7,simu8,simu9,simu10,simu11,simu12,simu13,simu14,simu15,simu16,simu17,simu18,simu19,simu20,simu21,simu22,simu23,simu24,simu25,simu26,simu27,simu28,simu29,simu30
SIEVE_pseudo_0.01,0.0215,0.0156,0.0469,0.0266,0.0158,0.0212,0.0206,0.0152,0.0204,0.0154,0.0355,0.0312,0.026,0.0108,0.0256,0.0259,0.0105,0.0104,0.0104,0,0.0157,0.0262,0.0155,0.0365,0.0211,0,0.0209,0.0311,0.0206,0.0157
SIEVE_pseudo_0.1,0.0161,0.0156,0.0208,0.0266,0.0105,0.0159,0.0103,0.0203,0.0204,0.0103,0.0305,0.0156,0.0052,0.0108,0.0256,0.0207,0.0053,0.0104,0.0052,0,0.0105,0.0105,0.0104,0.0312,0.0105,0,0.0052,0.0207,0.0052,0.0209
SIEVE_pseudo_0.5,0.0108,0.0104,0.0104,0.016,0.0105,0.0159,0.0052,0.0102,0.0102,0.0051,0.0152,0.0156,0.0052,0.0108,0.0154,0.0052,0.0053,0.0052,0.0052,0,0.0105,0.0052,0.0104,0.0208,0.0105,0,0.0052,0.0104,0,0.0209
