ZNF266,GIPR,WDR45,PGBD2,MRPL47,RTN1,DEPDC4,RIMKLB,CACYBP,PRPF4,EEF2KMT,AC011477.1,SF3A3,LINC00923,AC145124.1,ABCD3,TAPBPL,FHOD1,HTRA2,TUBB,GPX3,SIAH2,AL356488.2,TMEM63C,MUC4,MAPT,CFAP20,ATP1A1,ZNF788,ZNF605,CASC2,AL133230.1,NISCH,CTXND1,PREB,CNBD2,EAPP,RAB5C,C2orf16,ZNF718,PLK3,PAX8,ZNF350.AS1,STRA6,HIST1H1E,ACOT7,TRIM2,TST,NLE1,ADAMTS15,COPS2,RNF26,RET,RRS1,SRCAP,SPRY4,AC127070.4,PDE1B,EBAG9,AC011503.2,label
0.481666979,-0.859776816,0.934173235,-1.220218243,0.197038344,4.239260214,-3.111068614,1.39749889,2.293671204,0.483957931,-1.674001928,-3.198079991,1.159211416,-2.85513524,-3.650065115,1.261538798,-1.177134656,-0.49002979,0.38921967,3.125137883,0.55675743,0.584041389,-2.705603506,1.394281236,-2.228679434,4.015420507,0.742618814,4.120610257,-1.535532254,1.146315575,-0.743945,-2.246071177,3.257547296,0.114451753,0.926117534,-3.891227172,0.744384039,1.732133735,-2.084429825,-0.20918925,-0.759693357,-1.011007786,-2.76276192,-3.804215795,-2.792614883,2.064845685,3.698384513,-0.109105791,0.189387197,-2.625560799,1.694999514,0.72479303,-0.020026161,-0.084564682,2.40905808,0.285953396,-2.318830531,2.137927197,0.444279447,-3.398750687,control
0.57387923,-1.607841161,1.019054604,-1.217880239,0.376866958,2.646352102,-2.891856673,2.118408182,1.591773429,0.463878335,-1.400201796,-2.737705993,1.141400198,-3.217279073,-1.830984712,1.822167918,-0.085134944,-0.115801742,0.486867853,2.640873837,0.642640593,0.089889359,-2.691185977,0.781627096,-3.297321781,3.120771231,0.216708131,2.738757559,-0.891879302,1.237962278,-0.240964885,-3.217279073,2.422989996,1.833562641,1.03450745,-2.949015087,0.471600381,2.460791038,-2.737705993,-0.798621809,-0.798621809,-1.932080829,-2.316492528,-2.563352606,-4.395934069,0.849773347,3.078128843,0.814917271,0.043771677,-2.949015087,1.146309388,0.306816445,-1.157255617,-0.055380683,2.261756001,1.226276752,-2.226880369,1.283384933,0.38528806,-3.217279073,control
0.051303828,-1.532409194,0.966942881,-1.312445295,0.466493486,4.370202455,-2.757773188,1.609962629,2.411327787,0.454595022,-1.485889178,-3.233196885,1.229708229,-2.607490985,-3.110594563,1.328884246,-0.839262013,-0.111023513,0.550992749,3.36151392,0.407815892,0.389403404,-2.872183539,0.983108768,-3.803741743,3.89393835,0.900925649,3.947535044,-1.783723622,1.031929477,-0.536808623,-2.967493719,2.89015368,0.742821016,0.988227142,-3.883784451,0.747703044,1.90617572,-1.668210735,-0.603499998,-0.796537068,-0.943741083,-1.825396318,-2.785172162,-3.149815276,2.225463132,3.544103011,-0.049722987,0.39056417,-3.324168663,1.685195983,0.574431322,-0.222361843,-0.062415814,2.033988704,0.356342542,-2.518543499,1.960242941,0.639814082,-3.424252121,control
0.388557195,-1.236546834,1.154145526,-1.067470504,0.426681253,2.078117525,-3.621370026,1.923807419,1.864611742,0.188462039,-1.148439567,-3.621370026,1.04476086,-3.775520706,-1.829610556,1.689722532,-0.391130442,0.519494552,0.699920374,3.063777273,1.154145526,0.222679996,-2.571547901,0.472974537,-3.169384902,3.125713356,0.153031602,2.774606795,-0.822348046,1.212641733,-0.178208445,-2.431785959,2.43708539,1.277535304,1.254917216,-2.859229974,0.194771208,2.408628185,-2.309183637,-0.379894369,0.225733434,-1.696079164,-2.431785959,-3.487838633,-2.734066831,0.612736479,3.131234073,0.510362069,-0.164602793,-2.101544272,1.15293998,0.465806047,-2.101544272,0.001064329,2.519745296,1.525293541,-1.738638778,0.738995112,0.332617179,-3.002330817,control
0.852397464,-0.476425543,1.664891402,-1.72388346,0.736021888,2.674217,-3.073810177,1.877984617,1.729039222,0.268546705,-1.585733121,-3.073810177,1.135137768,-3.073810177,-2.940278784,1.234108486,-1.127900028,-0.10706544,0.797390834,3.094903561,2.713087205,0.431318128,-1.761623788,1.13725866,-2.822495748,3.125829306,0.382957056,3.117090538,-0.925375763,1.469484606,-0.129371197,-4.326573145,2.821772599,0.885641522,1.180788848,-2.454770968,0.4774479,2.071189496,-2.380662996,-1.841666495,-0.078077903,-3.921108037,-2.621825053,-3.410282413,-2.454770968,1.582867567,2.957904773,1.093961854,0.258394334,-3.227960856,1.338121941,0.387451446,-0.424600476,0.248137833,2.258908617,0.178776706,-2.380662996,1.840943346,0.145065648,-2.075281347,control
0.798398315,0.77271472,1.233529923,-0.861415805,0.449166734,3.118265849,-3.346322455,1.108024841,1.774063703,0.482318942,-1.960028094,-2.316703038,1.099852,-3.164000898,-1.318174208,1.452768424,-1.023934735,-0.412465585,0.662827261,2.920308672,0.705462493,0.100485438,-2.876318826,0.77758091,-3.08395819,3.491332196,0.633359199,3.077573649,-1.344842455,1.731348241,-0.489852249,-3.702997399,2.509035959,0.327443361,1.19056889,-2.653175274,0.7278194,1.987362055,-2.653175274,-1.004516649,-0.966776321,-0.966776321,-2.513413332,-2.60438511,-2.940857347,1.626957053,3.739495324,1.54477827,0.081192235,-3.857148079,1.59674752,0.451411404,-1.736884542,0.068120154,2.349427848,-0.461521742,-2.093559486,1.74003855,0.299127441,-2.214920343,control
0.771502819,-2.553533201,1.032451829,-0.971123961,0.481419785,4.121280684,-2.926208487,1.678639067,2.421206216,0.444418829,-1.598021756,-3.269153238,1.023172456,-2.389903778,-2.86368813,1.137011532,-1.037185712,-0.435939894,0.448843615,3.038034042,1.590659166,0.402533816,-2.299752681,1.169747679,-2.334844001,3.842988963,0.87181464,3.829823272,-1.539914126,1.200405472,-0.388933851,-2.553533201,2.766763072,0.800650215,0.79363811,-3.364463418,0.807613493,1.779828261,-2.265851129,-0.939660692,-0.904874576,-1.484998368,-2.95899831,-4.568436222,-2.201312608,1.948496226,3.304082442,-0.081674267,0.0483331,-3.064358825,1.56857063,0.482487591,-0.000621823,-0.019836388,2.099792026,0.367236034,-2.111700449,2.143709606,0.692525358,-2.992899861,control
0.611188761,-1.30262527,0.985279731,-1.188758324,0.794251333,4.196682521,-3.099422534,1.110232875,2.518890075,0.619309884,-1.51452573,-3.263725585,1.526737928,-2.552878827,-2.010962616,1.218469539,-0.982801989,-0.513711185,0.881674148,3.137421356,0.424260613,0.704542719,-3.460435879,1.43317696,-3.887879894,3.819662263,1.228915596,4.716566867,-2.36182359,1.067947164,-0.513711185,-3.37705427,2.609799664,-0.060688824,0.991887125,-2.767288699,0.994416851,2.086608029,-1.923101261,-0.661035899,-0.685133451,-2.278441981,-4.111023445,-5.209635734,-3.012411157,2.34574621,3.611801618,-0.35370683,0.296711546,-2.958343935,1.830681718,1.010954436,1.299133403,0.365365951,2.18193362,0.668800083,-2.177089487,1.955084645,0.632458357,-3.551407657,control
0.79639844,-1.135122971,1.068562173,-0.828864513,0.569625121,2.638021035,-2.978175735,1.447615928,1.765840642,0.297975456,-1.68850821,-2.093973318,1.211479007,-3.283557385,-3.283557385,1.766756393,-0.305843616,-0.313142919,0.52627468,2.498948246,0.492482245,0.028027838,-2.13842508,0.014921491,-3.032242956,3.4877234,0.855031879,2.771384853,-0.91197942,1.260496988,-0.096614607,-2.555318884,2.31512909,0.390933332,1.067641786,-2.626777848,0.698790938,2.067962168,-3.150025992,-0.752130719,-0.199029612,-1.717922095,-2.878092276,-3.725390137,-1.933630668,0.930684379,4.112032671,0.939096626,-0.309486608,-1.68850821,1.89621773,0.387303564,-2.285028554,-0.084884267,2.452553977,-0.141871198,-1.795480329,0.354028775,0.507104764,-2.590410204,control
0.394577411,-1.82813331,0.968778407,-1.145138501,0.692328966,4.589984425,-2.867905099,1.641068801,2.560186611,0.623394118,-1.287454723,-3.287758944,1.360803842,-2.24886589,-2.053805308,1.397186355,-0.98083545,-0.504359306,0.642360203,3.396852783,0.688258956,0.632922124,-3.127416294,1.262449901,-3.938346511,3.955785108,1.121078948,4.191835251,-2.016533913,0.903212454,-0.483081908,-3.05595733,2.865805966,0.682532969,1.029149291,-2.957517258,1.065599795,1.982561443,-1.82813331,-0.917921624,-0.813781365,-1.602971595,-2.662053045,-3.532881402,-2.867905099,2.417616464,3.675965636,-0.163671696,0.379141603,-2.896892636,1.96883022,0.726663676,-0.30957098,-0.056782713,1.942186476,0.551225751,-3.204377335,2.188158706,0.752236553,-3.24519933,control
1.048133764,-0.625586489,0.870260408,-0.625586489,0.452321126,3.566920614,-2.511836802,1.096887325,2.015810023,0.473025799,-1.310570359,-2.826917849,1.325579146,-3.289541371,-2.385085096,1.765579786,-0.279210298,-0.715582943,0.585329369,2.796564684,0.067560691,0.467546334,-2.485168555,0.649180841,-2.657018812,3.808493909,1.073931856,3.438664975,-1.488025726,1.294224907,-1.181112292,-2.511836802,2.683219945,-0.804634721,1.182433501,-2.864658177,0.764797857,1.967034461,-2.171510996,-0.849755156,-0.844640055,-2.68876751,-3.289541371,-4.513316802,-2.459193069,1.699289294,4.328160364,0.745219694,-0.024680432,-3.178315735,1.925714029,0.9027836,-0.924257683,-0.096888741,2.666905383,-0.320636339,-1.753306862,1.288801573,0.587768395,-2.864658177,control
0.338233978,-0.839070579,1.209188035,-0.970098841,0.533978556,3.243607756,-3.272683934,1.973286952,2.322027445,0.354320116,-1.437439353,-3.208145413,1.122587927,-3.415784778,-2.722637597,1.628136494,-0.293758779,-0.091856177,0.5703462,2.617301444,0.677276911,0.448985343,-2.291854681,0.849059602,-2.048908503,3.43929974,0.439260793,3.130117338,-0.538316425,1.445219522,-0.911829933,-3.147520791,2.599621631,0.366655074,1.083169826,-3.036295156,0.516040855,2.005770803,-2.889691682,-0.145923398,-0.662614142,-1.05348045,-2.76185831,-3.272683934,-3.678149042,1.027771047,3.175255642,0.591548407,-0.240941223,-2.936211698,1.547059852,0.314531866,-0.782237104,0.066638044,2.229118346,0.812731997,-2.010442222,1.234505843,0.55885182,-2.579536754,control
0.437574149,-1.774095853,1.023475799,-1.111162451,0.431033904,3.503107312,-3.496862451,1.550426161,1.957318413,0.358942874,-1.337378202,-3.565855323,1.028542766,-3.371699308,-2.909075786,1.563620649,-0.57370087,0.187004461,0.52012099,2.972697895,0.494587688,0.213452284,-2.398250162,0.846076795,-2.01525791,3.488594336,0.640967223,3.110148031,-1.599742466,1.091500617,-0.720115719,-2.443712536,2.602409615,1.064007476,1.116937062,-2.708405091,0.59414321,2.184447168,-2.708405091,-0.393771659,-0.23110304,-1.630201674,-2.770925448,-2.621393714,-2.837616822,1.561927885,3.448638094,0.221575805,-0.069347761,-2.197579467,1.51243862,0.36597031,-0.797740881,0.043130222,2.265817665,1.369132353,-2.215928606,1.624319885,0.330328619,-2.986036827,control
0.030082752,-2.181184182,0.949555667,-1.283242589,0.380964053,3.925190591,-2.662156843,1.838306209,2.068608918,0.447429188,-1.461129549,-3.097474914,1.064953015,-2.692009806,-2.296697069,1.535045105,-0.675088621,-0.085958773,0.466922983,3.110200115,0.450050422,0.252429173,-3.790622095,0.915626725,-3.62356801,3.742779886,0.655232581,3.551450755,-1.218704068,0.94876107,-0.560896254,-2.427317252,2.884971822,1.143851838,0.86938057,-3.355304023,0.663725202,2.014786659,-1.940022125,-0.6511831,-0.296873156,-1.655917874,-2.218225454,-3.29814561,-3.244078388,1.885197274,3.576052886,0.263531587,0.380964053,-2.577599455,1.582549719,0.504806301,-0.675088621,-0.08149448,2.050019563,0.586848723,-2.317316357,1.764097744,0.50232491,-3.885932275,control
0.107233985,-2.995699215,0.895046392,-1.020157268,0.5087512,4.271164886,-2.762084363,1.428832208,2.280533976,0.587819724,-1.596332772,-3.10692485,1.356275075,-2.607933684,-3.542242921,1.482235507,-0.709029577,-0.883892388,0.433181596,2.709660962,0.532208101,0.391363656,-2.762084363,1.170557929,-3.232087993,3.939671231,0.912104375,4.291249243,-1.248790312,1.149104961,-0.360408368,-2.895615756,3.01711475,0.931989908,0.731894752,-3.375188836,0.929915218,1.836396834,-1.462801379,-0.108255717,-1.295747295,-1.169453569,-3.542242921,-3.637553101,-2.202468576,2.007893797,3.918247385,-0.379456563,0.23780592,-2.995699215,1.978126492,0.74821652,0.144361219,-0.18123642,2.190509774,0.386011279,-1.813003809,1.971552327,0.533752503,-2.94440592,control
0.905304254,-0.684563562,0.757326839,-1.055739597,0.553698316,4.420394814,-3.293084168,1.54194382,2.61928021,0.718069461,-1.726663641,-3.752616497,1.400675097,-3.293084168,-2.682175086,1.272907409,-1.044566296,-0.307934004,0.536700739,3.404989176,0.880493057,0.880493057,-2.905318637,1.216038724,-3.293084168,4.101764713,0.965882374,4.370521247,-2.159985703,1.146466311,-0.949256116,-2.325500142,3.004509672,-0.143953377,1.013821836,-3.193000709,0.80650975,1.751359106,-1.317542221,-0.324020142,-0.447562976,-3.193000709,-2.870227317,-3.464934425,-2.905318637,2.231319783,3.765266606,-0.318629293,0.389194602,-2.803535943,1.950332297,0.876432962,0.303506852,0.227065157,2.307674241,0.795101114,-2.267231234,2.127450831,0.734145458,-3.293084168,control
0.931066282,-0.964213776,1.150445852,-0.777002234,0.634876668,3.07171726,-2.881136388,1.511459198,2.131164185,0.729781524,-1.446051863,-2.139199044,1.336899646,-3.10427994,-2.092679028,2.039209434,-0.289620003,-0.392071728,0.712057816,2.712273029,2.305411077,0.586160795,-2.509572832,-0.050868554,-3.574283569,3.812744745,0.862467966,3.350033798,-0.928108771,1.433012824,0.031214276,-2.618772124,2.484605955,-0.859588825,1.321314915,-2.785826208,0.792629428,2.212920514,-1.733733935,-0.163135856,0.141724553,-3.168818461,-2.47567128,-5.876868662,-2.092679028,0.530011324,4.224362579,0.946417461,-0.220876851,-2.47567128,2.274464676,0.705156477,-2.350508137,-0.529761131,2.544914345,-0.227894424,-1.446051863,-0.770923188,0.72571923,-2.881136388,control
0.599281098,-0.717419972,0.909511098,-1.083745172,0.368507157,3.970645991,-3.05419643,1.630347344,2.157662767,0.383989521,-1.872202532,-3.011636815,1.060234891,-2.606171707,-2.634342584,1.571628535,-0.617536613,-0.551335976,0.359960097,2.79688098,0.439672608,0.256029174,-2.383028156,0.997966519,-2.405501012,3.719977766,0.737867261,3.663450533,-1.462302827,1.255726911,-0.565673139,-2.452021027,2.820856424,0.308591504,0.855214472,-3.245251666,0.785723282,1.80054754,-2.383028156,-0.289793292,-1.120786443,-1.614979667,-2.693183084,-3.356477301,-3.145168208,1.62753214,3.864197708,0.203900108,-0.062821461,-2.893853779,1.816343533,0.60601513,-0.704893712,-0.260101502,2.354144477,-0.096120875,-1.955584141,1.614968652,0.502393097,-3.145168208,control
0.847550052,-0.443552047,0.903049791,-0.231793818,0.586740998,2.643193021,-2.966924978,1.336344887,2.194156665,0.344047312,-1.496073229,-2.709095868,1.281570264,-2.966924978,-2.909766564,1.992210602,-0.45780407,-0.366416318,0.574886498,2.425364776,0.422437946,0.275207709,-2.334402419,-0.044396108,-4.413843961,3.77657977,0.746647089,3.018047956,-0.532280163,1.605357341,-0.712541987,-1.829846408,2.46009597,-0.311200596,1.141051733,-2.755615884,0.770744641,2.038993326,-2.581262497,0.183797959,-0.496833414,-2.086566255,-3.602913744,-4.701526033,-3.161080992,0.781886817,4.644655562,0.616593961,-0.302970096,-2.804406048,2.217169186,0.67837132,-2.855699343,-0.194336255,2.943552789,0.201276556,-1.24626143,-0.453030791,0.578287862,-3.235188964,control
0.418444733,-2.232152893,1.178169396,-1.141908854,0.889110103,4.599557925,-2.900607461,1.319617347,2.745184116,0.590712982,-1.330975799,-3.56965709,1.274529996,-3.395303703,-2.925300074,1.461714103,-0.940856261,-0.446663037,0.686293287,3.53005571,1.227313397,0.657524179,-3.523137074,1.104950313,-3.478685312,4.040016316,1.165705587,4.213249416,-1.913699162,1.018705978,-0.397573427,-3.906129327,2.701331342,0.770430855,1.07839012,-3.212982146,1.069684453,2.090820151,-2.270374106,-0.387642858,-1.248203513,-1.383070911,-2.807517038,-2.976593368,-2.976593368,2.71917462,3.724299572,-0.028007873,0.295573754,-3.058831466,1.956175212,0.840540422,0.06792907,0.209106595,1.781975335,0.379753447,-2.785538131,2.19777065,0.85718356,-2.950617882,control
1.381109176,-1.888020943,1.493758353,-0.709365946,0.149696756,3.978773929,-4.047505192,1.927999336,2.406644604,0.648419357,-1.482555835,-3.354358011,1.351411373,-2.948892903,-3.274315304,1.324682023,-1.068580037,0.193821561,0.681356466,3.307603288,1.559521614,0.679882627,-3.75982312,2.516350335,-2.032602171,3.944368963,0.698875163,4.207890241,-0.172837973,2.013563151,-1.103066213,-3.066675939,4.167275746,0.095629534,1.475288171,-2.101595043,1.031826633,1.763635801,-2.794742223,-0.298001116,-0.912010976,-5.146117481,-1.778821651,-5.839264661,-2.43806728,1.793620844,3.106067955,0.342820246,0.544241974,-4.047505192,1.618921496,0.545929738,0.426036552,0.154696766,2.813682451,0.007174114,-2.010623265,1.092207144,0.570910221,-2.894825682,control
0.533289945,1.242875852,1.323754331,-0.622155818,0.308072421,2.377079086,-3.412444118,1.446260253,2.646679078,0.455776265,-1.153661647,-2.313831829,1.197002625,-2.960458994,-1.231219882,1.628212193,-0.91570301,-0.264604066,0.889688608,2.443855049,0.846203496,0.779372787,-1.720768107,0.209990237,-3.566594798,3.742394429,0.502431957,2.599872926,-0.570862524,1.787630201,-1.264009705,-2.873447617,2.657303348,0.473528211,1.372663834,-1.957156885,0.488084508,2.148786813,-4.259741978,-0.892446148,-1.081688148,-2.062517401,-3.278912725,-3.412444118,-2.650304066,0.983767152,3.925050676,0.647998893,-0.106080839,-3.412444118,1.794697368,0.391038719,-2.313831829,0.700768929,2.422366619,0.084063444,-1.892618364,0.876056459,0.258416831,-2.650304066,control
0.231133955,-0.47959961,1.145203521,-0.735532984,0.434107141,3.627300212,-3.382958564,1.065213756,2.174323631,0.269988881,-1.32582278,-2.920335042,0.963136062,-2.632652969,-1.672877126,1.227491775,-0.795636909,-0.31901804,0.649719167,2.698050913,0.807587047,0.294086433,-2.660823846,1.125959823,-3.271732929,3.704565998,0.757371112,3.241887548,-1.128575573,1.586037408,-0.938057249,-2.883967398,2.780851474,-0.31901804,1.152798494,-2.632652969,0.775004979,1.856607425,-2.454971792,-0.647827404,-0.864313774,-0.902965929,-2.605253995,-1.898683794,-2.750436005,1.940625139,3.634863785,0.390478278,0.170707412,-3.818276635,1.661604425,0.629707967,-1.274529485,-0.316274554,2.192098876,0.329177753,-1.7973313,1.939190213,0.36168945,-2.782184703,control
0.43450852,-1.20961495,0.967807,-1.003610909,0.796974743,4.173800199,-2.38990527,1.252150171,2.548235589,0.465586223,-1.48646268,-2.944216006,1.272018374,-3.349681114,-3.149010418,1.460694923,-1.183807066,-0.474861769,0.587576363,3.329499224,0.675670577,0.333627295,-3.195530434,1.01058264,-3.755146222,3.767299078,1.11494905,3.862121592,-1.655085393,1.083777695,-0.652804213,-3.406839527,2.568465747,0.160204574,0.933138871,-3.104558656,1.002029488,1.938024592,-1.94959343,-1.190196864,-1.242840598,-2.907848361,-2.944216006,-2.411411475,-2.551173417,2.175550464,3.934148605,0.011851012,0.295188399,-2.944216006,1.892653618,0.688484947,-0.155553458,-0.037517354,1.833973345,0.722190593,-2.713692347,1.853714886,0.731615733,-3.149010418,control
0.431276822,-0.342839421,1.612492639,-1.192147333,0.743651507,3.014225606,-2.889877852,1.705241998,1.892472491,0.36228395,-1.64816472,-3.152242117,1.118852957,-3.508917061,-3.056931937,1.400581589,-1.311692483,-0.229080536,0.67639928,2.802558446,1.325094698,0.042341016,-2.51038823,1.035896325,-3.257602632,3.095800758,0.382903238,3.275378386,-1.072800575,1.510253136,-0.464394623,-4.068532848,2.531337651,0.691502048,1.182430822,-2.363784756,0.622815034,2.051214969,-3.375385668,-1.265172468,-0.471220588,-1.64816472,-1.843909297,-3.375385668,-2.889877852,1.407930703,3.131892044,0.950401248,0.07062573,-3.375385668,1.436798687,0.428495179,-0.587292759,0.136159771,2.088446137,0.680737681,-3.508917061,1.969934552,0.221926593,-2.459094936,control
0.842671255,-1.438009003,1.471620572,-1.397187008,0.4465322,3.525825813,-3.586443416,1.717216795,2.044512317,0.308288093,-1.640533267,-2.929663879,1.027969637,-3.00662492,-2.441311111,0.820275832,-1.175644738,0.147819044,0.765676142,3.405259027,1.248136363,0.240643979,-2.929663879,1.104248944,-2.858204915,3.539701274,0.512651749,3.377827213,-1.027003714,1.092375453,-0.373298266,-3.922915652,2.819493174,0.815910918,1.051746981,-2.641981807,0.711813336,2.010919782,-2.614582833,-1.590771757,-0.552177478,-5.532353565,-2.020808126,-1.552671911,-2.614582833,1.903674252,3.00542626,0.367543789,0.066068394,-2.46430063,1.465242418,0.075285049,-0.6842372,-0.039292121,1.90632404,0.125384971,-2.728993184,1.864901551,0.552145848,-2.333680447,control
0.67467737,-0.758431358,1.247798582,-1.153587096,0.631741483,3.644426025,-2.688917036,1.290764617,2.14253463,0.424598273,-1.677316125,-3.456172189,0.996384596,-3.718536454,-1.772626305,1.17706203,-1.446410568,-0.198075651,0.780161488,3.291865662,0.975559942,0.232707265,-2.437602608,1.041070086,-3.382064217,3.641376661,0.781273217,3.072909703,-1.602280939,1.468849352,-0.596171529,-5.327974366,2.386703108,0.990092441,1.179303346,-2.332242093,0.706310178,2.295423171,-2.976599109,-1.145924223,-0.688402753,-1.590304748,-2.30754948,-1.943584103,-2.653825717,1.759181541,3.666570392,0.735810843,0.123064087,-2.930079093,1.561616942,0.451224748,-0.645843139,0.173283844,2.022220624,1.017661995,-3.076682567,1.96470312,0.534235345,-2.214459057,control
0.735562812,0.217483049,1.114313707,-0.828979781,0.623661678,2.955486976,-2.527648827,1.26333585,2.153864925,0.400874697,-1.228365843,-2.670749671,1.127329075,-3.443939559,-2.078698607,1.69283879,-0.735889358,-0.423514673,0.66966282,2.878924858,0.180401374,0.215339425,-2.98440723,0.297690461,-3.530950936,3.5385366,0.658703806,2.917506835,-1.265407115,1.236647266,-0.201998461,-3.731621631,2.360442114,0.701837177,1.18592324,-2.98440723,0.617939202,2.061391977,-2.078698607,-0.323044142,-0.591308129,-1.417986702,-2.432338647,-3.156257487,-2.709970384,1.033397256,3.955713334,0.909558992,0.065115219,-3.530950936,1.796483829,0.461394458,-1.522126961,0.301635239,2.150771821,0.700517045,-3.220796008,0.635009318,0.587346867,-2.837803755,control
0.137780739,-2.845372753,1.129625052,-0.980001466,0.474855566,4.065045644,-3.72084149,1.275018518,2.171907084,0.45354578,-1.628977428,-2.691222073,1.092967561,-2.309854516,-2.216764093,1.088900862,-1.067599525,-0.280423395,0.558598556,3.132985447,1.234985568,0.526224159,-2.845372753,1.464307178,-2.656130753,3.891594205,0.870229772,3.442718122,-1.187144676,1.358697783,-0.568105468,-2.765330045,2.860352278,0.588614452,1.089715526,-2.887932367,0.688313812,2.009258293,-2.239236949,-1.203145017,-0.864371284,-0.980001466,-2.55769068,-2.887932367,-3.190213239,2.174112157,3.154700467,-0.091181396,0.462734206,-3.078987604,1.465426373,0.735828688,-0.54278766,0.026306872,2.012499787,0.334415683,-1.746760464,2.487346041,0.539017511,-2.804550758,control
0.748559242,-2.020417194,1.414190165,-1.517313617,0.850536478,4.144475312,-3.406711556,1.553439833,2.644109842,0.446704023,-1.640927573,-2.675824047,1.163229939,-2.836166697,-2.475153352,1.156032786,-1.407312722,-0.384412255,0.683779437,3.23084888,1.423446634,0.472470344,-3.263610712,1.43626341,-2.927138475,3.953392417,1.025020575,4.284418258,-1.708981036,1.123403464,-0.454208017,-3.332603583,2.837754031,0.345503774,0.901502921,-3.332603583,1.030495041,1.804874115,-2.416312852,-0.693546254,-1.059006027,-4.873048624,-2.388141975,-4.179901444,-2.713564375,2.520009321,3.591446778,0.248929257,0.264708677,-3.406711556,1.816550645,0.908723169,0.423600685,0.238939164,1.857571624,0.641723305,-2.975928639,2.26502441,0.665597118,-2.836166697,control
0.252704379,-1.355193887,1.126502487,-1.26690128,0.635836697,4.298104682,-2.964631799,1.206792505,2.814923927,0.598379135,-1.504229466,-3.332356579,1.210347012,-2.964631799,-2.509156271,1.053136263,-1.504229466,0.210211755,0.609225228,3.240547371,1.116809358,0.996913703,-2.667380276,1.275033363,-2.509156271,3.916345039,0.955817146,3.982529087,-1.891994997,0.649399764,-0.806627935,-2.667380276,3.060862496,0.538844432,1.130353583,-3.583671008,0.938893666,1.913204435,-2.310705332,-1.648017359,-0.213915152,-1.637760859,-2.639209399,-2.197376647,-1.711868831,2.521122225,3.290379745,0.179188859,0.213422031,-1.410543982,1.601717594,0.517791022,-0.515618073,0.089006472,1.87894941,0.497491818,-3.131685884,2.20563364,0.577441731,-3.1782059,control
0.297149305,-0.445869706,1.126526935,-0.934222474,0.51921119,2.388679644,-2.977296371,1.317069325,2.024730548,0.42390101,-1.162006405,-2.843764979,1.135916675,-3.313768608,-0.845669076,1.865765223,-0.845669076,-0.504365913,0.614127747,2.609952287,1.229526174,0.334288852,-2.150617798,0.380098388,-3.536912159,3.174219778,0.532114595,2.865833881,-1.052005509,1.20584369,-0.318036334,-4.92320652,2.171857857,0.354908139,1.254737594,-2.525311248,0.414331559,2.179292835,-2.525311248,-0.541179886,-0.42339685,-0.434570151,-2.977296371,-3.313768608,-3.131447051,0.982155328,3.604530885,0.218457036,0.100674,-2.215156319,1.736087399,0.501743497,-1.55591069,0.602246419,2.141552507,1.138250399,-2.620621427,0.979426813,0.565731206,-3.536912159,control
0.58701485,-2.044495274,1.345528807,-1.259232805,0.88036266,4.207983098,-2.952052326,1.214949882,2.560148457,0.427166149,-1.414717708,-3.31495782,1.002530294,-2.720250712,-1.8978918,1.216296683,-1.10393992,-0.67590049,0.764696027,3.187832226,1.503810505,0.437483116,-2.561186017,1.147351878,-3.197174784,3.73130862,0.966039185,4.155373148,-1.587736872,1.035320117,-0.554157053,-3.143107563,2.680560998,0.196587619,0.991637853,-3.043024104,0.903630345,2.041628455,-2.504027604,-1.057108621,-1.117733242,-2.398667088,-3.254333198,-4.988934253,-3.602639892,2.254102077,3.470488572,0.114988975,0.170121046,-2.829450004,1.666935005,0.682095435,0.400137477,0.18344189,1.83580167,0.34378454,-2.68634916,2.274862436,0.710393871,-2.868670717,control
0.267124584,-1.550514333,1.093346849,-0.771292544,0.579588281,3.712641486,-3.841926126,1.425359132,2.825454665,0.281617591,-1.805044198,-3.64125543,1.004882194,-2.671854873,-2.994628265,1.30879312,-1.09750828,-0.299357791,0.482942095,2.671963181,1.265365244,0.912621461,-2.637953321,0.938130639,-2.512790178,3.752231416,0.535925138,3.096034995,-0.857367153,1.324128884,-0.792126631,-2.861096873,2.719418808,1.066635427,1.018747234,-2.903656487,0.456114853,1.901789059,-3.841926126,-0.579565189,-1.187120439,-2.325578636,-2.232488213,-2.512790178,-3.400093373,1.545114115,3.157293564,-0.101614498,0.09424734,-3.554244053,1.55523054,0.38895457,-0.989294696,0.138793411,2.245101095,0.737356289,-1.805044198,1.791672292,0.562079416,-3.474201345,control
0.402811066,-1.66065853,1.044570794,-1.111154052,0.468578706,3.6805969,-3.150749685,1.570535479,2.055315322,0.316937438,-1.222858042,-3.215288206,1.065996859,-3.35838905,-2.457602505,1.505588787,-0.378160963,-0.206310706,0.660070815,3.005964435,1.06783848,0.133445606,-3.977428258,0.810063484,-3.72611383,3.58019383,0.706024846,3.19159178,-1.055803957,1.291901571,-0.610132428,-3.843896866,2.359144596,1.157529489,1.055806868,-2.927606134,0.620573438,2.249672904,-2.87881597,-0.351184375,-1.087056501,-0.867092602,-2.832295954,-2.457602505,-2.927606134,1.567749186,3.251996355,0.330490404,0.053012502,-2.832295954,1.409030798,0.50315005,-1.127547862,-0.112197414,1.872719567,1.262805897,-2.745284577,1.679062928,0.522381412,-3.284281078,control
