ZNF266,GIPR,WDR45,PGBD2,MRPL47,RTN1,DEPDC4,RIMKLB,CACYBP,PRPF4,EEF2KMT,AC011477.1,SF3A3,LINC00923,AC145124.1,ABCD3,TAPBPL,FHOD1,HTRA2,TUBB,GPX3,SIAH2,AL356488.2,TMEM63C,MUC4,MAPT,CFAP20,ATP1A1,ZNF788,ZNF605,CASC2,AL133230.1,NISCH,CTXND1,PREB,CNBD2,EAPP,RAB5C,C2orf16,ZNF718,PLK3,PAX8,ZNF350.AS1,STRA6,HIST1H1E,ACOT7,TRIM2,TST,NLE1,ADAMTS15,COPS2,RNF26,RET,RRS1,SRCAP,SPRY4,AC127070.4,PDE1B,EBAG9,AC011503.2,label
0.605170902,-1.95829807,0.863538587,-1.019192661,0.659939632,4.458497056,-2.577337279,1.610692768,2.506504221,0.507190494,-1.565736367,-3.96363164,1.290883104,-3.136953067,-3.511646516,1.539374314,-0.538903761,-0.58166562,0.515327235,3.181677152,1.273569913,0.555046515,-3.830100247,1.162031575,-2.651445251,3.875274834,0.827425169,4.113194392,-1.605476696,0.910474576,-0.534263381,-3.201491588,2.771469488,0.121143471,0.822668918,-3.019170031,0.99721299,1.889391521,-1.95829807,-0.791547976,-0.828137424,-3.606956696,-3.270484459,-3.712317212,-2.96510281,2.131871121,3.689253162,0.06680912,0.091873089,-2.96510281,1.944451298,0.618416129,-0.150640015,-0.083541681,1.95449387,-0.22936918,-2.731487959,2.071507971,0.793646324,-3.424635139,control
0.837128121,-0.47839181,1.145094865,-1.320344922,0.397880463,2.927510456,-2.885980212,1.298248581,1.742138907,0.419073309,-1.227752135,-2.885980212,1.179989371,-2.784197518,-3.327812964,1.780486639,-0.091315538,-0.449863726,0.443670018,2.616297886,0.961123247,0.067813372,-2.885980212,0.581985346,-2.306161717,3.482084448,0.565140478,3.069024094,-1.447500098,0.949624462,-0.729246996,-2.752448819,2.410549844,0.221165649,1.061823531,-3.273745743,0.754421529,2.289967725,-2.850888892,-0.634688413,-0.239298957,-1.573793823,-3.579127393,-3.082690506,-2.580598562,1.200596161,4.026620452,0.941884485,-0.023779331,-1.96968948,1.750827059,0.698530298,-1.67488994,-0.131409995,2.311727242,0.608360501,-2.752448819,0.904681936,0.505647719,-2.960088184,control
0.049472393,-1.962091726,1.282451845,-1.374305061,0.458276402,4.100646423,-3.253075907,1.537441556,2.508117474,0.401117989,-1.388291303,-3.16606453,0.89581423,-3.011913851,-2.878382458,1.096615347,-0.538983392,-0.199932727,0.710331297,3.02697939,0.888614775,0.830605949,-2.878382458,1.167952885,-2.878382458,3.849498268,0.698167811,3.297094923,-1.025998367,1.180982385,-0.738316295,-2.878382458,2.912341947,0.444853382,1.232491406,-3.16606453,0.606696408,2.054291295,-2.515476964,-0.855180635,-0.674237438,-1.256522026,-2.28367535,-2.706532201,-3.086021823,2.069490514,2.933693726,0.355381979,0.154163789,-1.800823579,1.578867598,0.737590225,-0.463585374,-0.125518241,1.97657321,0.958378063,-2.878382458,1.980945333,0.600932703,-2.760599422,control
0.512578068,0.60122966,1.179902218,-0.742505087,0.316018904,3.43761929,-3.539786422,1.313284967,2.103774128,0.303243712,-1.172662807,-2.915632113,1.063381762,-2.751329061,-2.088953539,1.219534444,-0.706573078,-0.266422411,0.678740411,2.894439018,1.011982988,0.41912017,-2.397689021,1.012685975,-2.510167004,3.542258242,0.705847588,3.263496836,-1.106173066,1.3318422,-0.924826644,-3.539786422,2.629266275,0.576537047,1.206883327,-2.78210072,0.465119578,2.150798233,-2.813849418,-0.726375705,-0.710502356,-1.380302172,-2.692488561,-4.861542262,-3.539786422,1.465054339,3.133932865,0.584116943,-0.045301106,-2.558957169,1.393247626,0.669868987,-0.550743136,0.00213862,2.343535967,0.778590186,-1.917103282,1.664220265,0.397254347,-3.303397644,control
0.253659498,-0.850250816,0.981214487,-1.31945795,0.560638981,4.369760382,-2.879196194,1.528261879,2.523890605,0.579888853,-1.675223389,-3.331181317,1.290986445,-3.667653554,-3.542490411,1.390713143,-0.492381367,-0.567561265,0.542001855,3.313909652,0.600644315,0.625541867,-3.667653554,0.992004817,-2.686824301,3.822689715,0.956011215,3.960864072,-1.434061333,0.988843259,-0.352256162,-3.736646426,2.779757955,0.609012565,0.962534395,-3.667653554,0.934177731,1.92804866,-2.24856937,-0.937624446,-0.995806402,-1.313108722,-2.127208513,-2.662131688,-3.736646426,2.14866364,3.750127028,-0.266456172,0.244369451,-2.591514121,1.848727818,0.666582417,-0.357110541,-0.063968946,1.839032078,0.464842774,-2.849343231,1.922337906,0.761574682,-3.197649925,control
0.469118765,-1.914534151,1.116136174,-1.458516764,0.521026625,2.952829345,-2.676674203,1.96266734,2.076094633,0.49540946,-1.351748788,-3.323301368,1.181546096,-3.323301368,-2.057634995,1.770448833,-0.211808304,-0.393320472,0.608524265,2.806936491,0.741832816,0.706908632,-2.725464367,0.658925896,-4.33490228,3.385670323,0.653828179,3.046132507,-1.002697769,1.412099314,-0.77243675,-3.775286492,2.417952038,1.035735749,1.291819149,-2.319999259,0.401296169,2.284504038,-2.463100103,-1.199408064,-0.305096239,-3.082139311,-3.01314644,-4.622584352,-4.111758728,0.990543754,2.922276717,0.479312533,0.080921735,-3.418611548,1.434199661,0.321436193,-1.057757547,0.260217571,2.258826952,1.496246791,-2.676674203,1.273653345,0.513214085,-2.830824883,control
0.674363894,-2.196153953,1.142076322,-1.264595749,0.794952252,4.619553511,-3.235047007,1.397146054,2.647911987,0.757954723,-1.359905929,-3.074704357,1.498860489,-3.112444685,-2.586351589,1.173790885,-0.541595606,-0.506910048,0.794952252,3.627847335,1.151318029,0.774654912,-3.805591866,1.298954028,-4.291099681,4.148240071,1.17167224,4.409123149,-1.679193341,1.064896797,-0.532810776,-3.662491022,3.078028338,0.715360241,1.039805875,-3.038336713,1.081861228,2.005779409,-1.988514588,-0.707580743,-0.829277678,-5.271928934,-2.40024931,-2.136434719,-2.815193162,2.662345723,3.502847882,-0.325535909,0.514968447,-3.038336713,1.817036172,1.061350694,0.167598601,0.111035906,1.934695606,0.899771663,-3.235047007,2.438873721,0.857121276,-3.662491022,control
0.357237253,0.34564292,1.212939385,-1.167954871,0.33538642,3.549301507,-3.412645985,1.332829474,2.828238836,0.279353596,-1.841429286,-2.853030197,1.01294887,-3.29486295,-3.62028535,1.063269365,-0.47480769,-0.293590496,0.712470236,3.018584447,0.828680767,1.101641704,-1.995579965,0.582108418,-2.688727146,3.71248625,0.670174091,3.075228274,-0.525752492,1.304736191,-0.891929883,-2.601715769,2.744597796,-0.049669816,1.051104635,-3.477184506,0.611589011,1.930883724,-2.293414409,-0.964878882,-0.290831873,-2.356593311,-2.629886646,-3.412645985,-3.189502434,1.555429694,3.556557106,-0.049669816,-0.091664937,-2.719498805,1.806357575,0.211694948,-1.685425037,-0.269032645,2.163303118,0.039323722,-2.335087106,1.220868674,0.288655989,-3.98801013,control
0.329522915,-0.366398192,0.833399241,-1.296675166,0.078999626,2.737440823,-3.362130466,1.558661161,1.744488182,0.269590574,-1.709207441,-3.479913501,0.872780868,-3.117008008,-2.46831259,1.230179604,-0.676553121,0.061045823,0.533085421,2.664272133,0.871170562,0.375539152,-1.424188486,0.883185123,-2.851304842,3.332844049,0.080777404,2.943130519,-1.059545373,1.075935129,-0.691820593,-1.310859801,2.748720769,1.17583097,0.922222086,-3.25676995,0.364900754,1.880497995,-2.726141699,-0.572329615,0.077218682,-0.805764852,-2.360681926,-4.173060682,-1.473378731,0.694473768,3.26591091,-0.022020776,-0.266050218,-1.763865854,1.484677854,0.084323507,-1.465010481,-0.330923804,2.352884978,0.575127011,-1.608111325,1.207412543,0.273992636,-3.949917131,control
0.345795885,-1.594325536,1.115742829,-1.498097504,0.342888906,4.182607261,-3.356232042,1.506767253,2.259254809,0.378632525,-1.635568495,-3.550388057,1.0808675,-2.822149556,-2.47587332,1.242446531,-0.390352732,-0.259856243,0.561656083,3.291837734,1.287593086,0.534387055,-2.89360852,1.11170242,-3.416856664,3.830535482,0.671218285,3.713742121,-1.077457598,1.135044593,-0.809548033,-2.970569561,3.066537344,0.462126487,1.172565165,-3.245006407,0.620697064,2.030419356,-2.238201668,-0.68005705,-0.751366077,-4.397685917,-2.062311001,-2.500565932,-2.605926448,2.025290447,3.339712287,0.166662274,0.109503861,-1.871957273,1.539850288,0.656434489,-0.58364332,-0.325814211,1.914955922,0.630570978,-2.605926448,1.982719066,0.445187972,-3.356232042,control
0.534595224,-1.007102165,1.253075857,-1.073591907,0.489802067,2.73943915,-1.989882638,1.672877404,1.714501002,0.367427354,-1.250925922,-2.781469892,1.022891101,-3.663859072,-2.59341766,1.640688844,-0.182618983,-0.33463519,0.628880872,2.469900439,2.158200144,-0.041742834,-2.714778517,0.610489549,-2.890669184,3.382062674,0.592934973,2.95876643,-0.595806137,1.225863293,-0.296563242,-2.714778517,2.569079983,1.157765677,1.023658855,-3.104243284,0.649174691,2.261732731,-2.411096104,-0.728230723,-0.73266532,-2.05442116,-2.236742716,-3.846180629,-2.537847809,0.692849755,3.495043955,0.890894628,-0.1156795,-3.057723268,1.617651176,0.452464397,-2.105714454,-0.139952536,2.216208257,0.929575858,-2.088322711,0.763977099,0.346499834,-3.440715521,control
