,simu1,simu2,simu3,simu4,simu5,simu6,simu7,simu8,simu9,simu10,simu11,simu12,simu13,simu14,simu15,simu16,simu17,simu18,simu19,simu20,simu21,simu22,simu23,simu24,simu25,simu26,simu27,simu28,simu29,simu30
SIEVE,0.295,0.235,0.255,0.28,0.19,0.385,0.225,0.185,0.24,0.26,0.2,0.21,0.245,0.27,0.145,0.31,0.155,0.14,0.055,0.315,0.13,0.14,0.28,0.32,0.24,0.26,0.395,0.255,0.23,0.335
edgeR,0.115,0.125,0.25,0.095,0.245,0.365,0.1,0.115,0.14,0.24,0.06,0.12,0.135,0.265,0.045,0.195,0.09,0.095,0.045,0.335,0.14,0.1,0.17,0.265,0.175,0.11,0.315,0.08,0.15,0.1
DESeq2,0.105,0.13,0.21,0.09,0.2,0.35,0.12,0.105,0.14,0.185,0.035,0.12,0.145,0.235,0.045,0.175,0.085,0.075,0.05,0.33,0.145,0.105,0.145,0.22,0.125,0.1,0.31,0.09,0.14,0.105
voom,0.215,0.15,0.175,0.2,0.14,0.29,0.16,0.125,0.165,0.165,0.125,0.145,0.17,0.135,0.125,0.265,0.09,0.105,0.045,0.25,0.09,0.08,0.18,0.22,0.205,0.175,0.33,0.195,0.175,0.26
tweeDEseq,0.39,0.275,0.36,0.27,0.375,0.445,0.285,0.34,0.35,0.485,0.275,0.325,0.305,0.42,0.265,0.37,0.28,0.255,0.095,0.43,0.295,0.345,0.355,0.415,0.3,0.29,0.45,0.28,0.3,0.385
ALDEx2,0.27,0.24,0.255,0.275,0.19,0.39,0.25,0.185,0.235,0.265,0.175,0.21,0.26,0.27,0.16,0.31,0.14,0.145,0.105,0.345,0.16,0.13,0.32,0.33,0.28,0.27,0.435,0.295,0.24,0.35
DSS,0.13,0.14,0.27,0.12,0.28,0.375,0.13,0.125,0.155,0.3,0.095,0.195,0.17,0.31,0.05,0.205,0.09,0.105,0.05,0.35,0.15,0.14,0.19,0.285,0.2,0.14,0.34,0.105,0.16,0.11
dearseq,0.385,0.275,0.335,0.185,0.345,0.43,0.175,0.305,0.33,0.46,0.27,0.305,0.245,0.39,0.275,0.365,0.225,0.23,0.085,0.39,0.285,0.33,0.365,0.375,0.3,0.26,0.41,0.24,0.28,0.385
NOISeq,0.64,0.615,0.635,0.505,0.505,0.765,0.47,0.5,0.65,0.58,0.43,0.595,0.505,0.795,0.34,0.745,0.525,0.58,0.43,0.635,0.5,0.645,0.605,0.705,0.65,0.51,0.715,0.535,0.71,0.575
