,simu1,simu2,simu3,simu4,simu5,simu6,simu7,simu8,simu9,simu10,simu11,simu12,simu13,simu14,simu15,simu16,simu17,simu18,simu19,simu20,simu21,simu22,simu23,simu24,simu25,simu26,simu27,simu28,simu29,simu30
SIEVE,0.09,0.04,0.13,0.045,0.05,0.13,0.125,0.07,0.185,0.07,0.195,0.035,0.07,0.07,0.255,0.05,0.08,0.18,0.085,0.035,0.055,0.05,0.215,0.225,0.265,0.05,0.05,0.095,0.08,0.1
edgeR,0.06,0.025,0.025,0.025,0.035,0.055,0.13,0.06,0.185,0.085,0.07,0.06,0.065,0.06,0.05,0.05,0.04,0.08,0.075,0.04,0.03,0.03,0.16,0.11,0.085,0.04,0.03,0.06,0.045,0.05
DESeq2,0.07,0.025,0.03,0.025,0.04,0.05,0.115,0.055,0.205,0.09,0.075,0.05,0.075,0.07,0.05,0.05,0.04,0.08,0.07,0.035,0.035,0.03,0.13,0.075,0.1,0.04,0.035,0.06,0.05,0.065
voom,0.035,0.03,0.1,0.015,0.035,0.07,0.075,0.025,0.105,0.055,0.145,0.02,0.06,0.045,0.19,0.035,0.05,0.105,0.045,0.015,0.015,0.045,0.165,0.18,0.145,0.03,0.03,0.045,0.055,0.04
tweeDEseq,0.09,0.085,0.19,0.12,0.24,0.275,0.235,0.225,0.275,0.26,0.28,0.095,0.12,0.215,0.28,0.16,0.195,0.22,0.1,0.075,0.11,0.155,0.25,0.275,0.28,0.095,0.135,0.18,0.135,0.215
ALDEx2,0.1,0.045,0.145,0.06,0.045,0.115,0.15,0.06,0.185,0.07,0.175,0.035,0.075,0.095,0.235,0.055,0.085,0.15,0.105,0.065,0.065,0.05,0.22,0.225,0.225,0.07,0.065,0.105,0.085,0.09
DSS,0.065,0.025,0.03,0.025,0.04,0.055,0.14,0.065,0.205,0.09,0.1,0.055,0.08,0.08,0.065,0.05,0.04,0.085,0.08,0.04,0.05,0.04,0.165,0.115,0.1,0.04,0.04,0.06,0.05,0.06
dearseq,0.095,0.075,0.145,0.12,0.225,0.26,0.19,0.24,0.28,0.27,0.27,0.09,0.105,0.215,0.275,0.14,0.175,0.165,0.095,0.095,0.09,0.145,0.26,0.275,0.28,0.1,0.105,0.175,0.13,0.23
NOISeq,0.325,0.29,0.35,0.36,0.22,0.34,0.5,0.43,0.495,0.555,0.485,0.22,0.325,0.555,0.56,0.22,0.415,0.375,0.345,0.405,0.355,0.315,0.655,0.465,0.505,0.215,0.44,0.235,0.345,0.44
